time,description,link,price,title
2018-02-28 08:45:00,"12"" spkr
 30 watts (rms)
    Four channels
    24 amp channel models
    11 editable pre-amplifier ""Stompbox"" effects
    11 editable ""Rack"" effects
    Legendary Peavey reliability

excellent Condition-Looks and sounds Great. Fully Functioning please call 516 nine zero tu 3tu52    ",https://newyork.craigslist.org/lgi/msg/d/peavey-vyper-30-modeling/6491322166.html,150.0,Peavey Vyper 30 Modeling Electric Guitar Amplifier
2018-02-28 08:38:00,"Make/Model: Ibanez AEG4JP
Location of Manufacture: China
Scale Length: 25.5""
Nut Width: 1 11/16""
Weight: 4.2 lbs
Finish Color: Black
Fingerboard Wood: Rosewood
Features: Chrome hardware, 21 frets, dot inlays, white binding on the body edges and the fretboard, and concentric rings rosette. The preamp is from Ibanez and has volume and tone sliders.
Condition: This guitar is in great condition. The body has some light scratches here and there from normal use, but nothing prominent. The neck looks and feels terrific except for a hairline repaired crack (pictured) near the headstock. The frets and fretboard have some minor wear from normal use, but nothing my fingers can feel when playing. Every note frets cleanly all the way up the fretboard. All electronics have been tested and are in working condition.    ",https://newyork.craigslist.org/mnh/msg/d/ibanez-acoustic-electric/6504075577.html,125.0,Ibanez Acoustic Electric Small Body Guitar Model AEG4JP
2018-02-28 08:39:00,"Manufacturer's Description:

The Washburn WI14 is a great way to start! If you like the shape and design of the award-winning Idol guitar but are just starting out, this axe will increase your enthusiasm to begin playing. Comes in a high-gloss finish in four colors with a comfort contour cut into the body to make it easier to play. If you are an experienced player and looking for that reliable guitar to take in the car, this may be the one for you.

Specs:

Basswood body
Gloss finishes
Comfort contour
String-thru-body
Maple bolt-on neck
Rosewood fingerboard with dot inlays
22 frets
14"" fingerboard radius
24-3/4"" scale
42m nut width
Washburn humbuckers
Hardtail bridge
Bolt-on maple neck
3-way toggle switch
Adjustable truss rods

Comes with TKL Gig Bag    ",https://newyork.craigslist.org/mnh/msg/d/washburn-model-wi14-idol/6504076772.html,125.0,Washburn Model WI14 Idol Electric Guitar & TKL Gigbag
2018-02-28 08:38:00,"This Cabinet is really incredible -- I'm sad to have to let go of it to make space.  The body itself is a 15"" cube which houses a single Eminence 12"" speaker (8 ohms).  This thing is one of the best sounding cabs I've played on.  It's got clarity in spades and incredible low end -- which is lacking on most guitar cabs, bell chime sparkly highs, and tight mids.  Well balanced sound.  I've played bass through it as well and it performs like a champ.  Included is an Auralex isolation pad which fits the cab perfectly and helps to decouple it from the floor.  Cab also has removable feet, carrying handle, and removable inner insolation which helps to focus the low end in an oh so pleasing way.    ",https://newyork.craigslist.org/brk/msg/d/avatar-1x12-cube-guitar/6513108766.html,240.0,"Avatar 1x12 ""Cube"" Guitar Cabinet with isolation pad"
2018-02-28 08:21:00,"Carl Martin Delayla XL Pedal

Carl Martin DeLayla XL

The Carl Martin DeLayla XL is designed and developed with one goal in mind: To create a superior echo pedal, with the same sonic quality as the original DeLayla but with new extended features, yet incorporating some of the same features used in vintage tape delay units. To achieve this, they incorporated a second delay head (slapback) (similar to using two heads simultaneously on a tape delay). The SLAPBACK footswitch is used to turn the second delay head on or off. The SLAPBACK knob controls the mix of main delay vs. second delay head. Clockwise movement favors the second delay head; Counter clockwise favors the main delay. The SB-TRIM knob fine tune the second delay head's time setting compared to the original delay head, by this it's possible to create different delay patterns, going from strict slapback to way offbeat.

The TEMPO tap is a real time tempo learn function, allowing you to foot tap the delay time to match the exact beat of the song. The Carl Martin DeLayla XL also features a built in regulated power supply. The result is a warm, smooth sound reminiscent of the vintage tape units used in the 50's and 60's, combined with modern features. The Carl Martin DeLayla XL is able to capture one of the hardest sounds: That authentic rock'n roll slapback echo, that digital processors are unable to emulate.

Features:

Analog Delay plus the hard to recreate ""Slapback"" effect
Second Delay Tap similar to using two heads simultaneously on a tape delay
Tap Mix Knob lets you balance it just right
Built in regulated power supply
Hand Made in Denmark

contact: by email cvasquez845_gmail.com

",https://newyork.craigslist.org/mnh/ele/d/carl-martin-delayla-xl-reverb/6478439017.html,270.0,Carl Martin Delayla XL Reverb Guitar Effect Pedal
2018-02-28 08:21:00,"Guitar with carring case

- Nylon strings
- Gold classical tuning machines
- Spruce top
- Mahogany neck, back, and sides
- Rosewood fretboard and bridge
- High gloss finish
- Thinline classic-cutaway body
- Narrow nut
- Ibanez piezo pickup
- Ibanez 3-band EQ
- 14th fret neck/body joint 

Call or text with best offer  show contact info
",https://newyork.craigslist.org/brk/msg/d/salvador-ibanez-acoustic/6483598424.html,399.0,Salvador Ibanez Acoustic - electric Guitar
2018-02-28 07:50:00,"The Roland GP-100 is a guitar preamp/processor that emulates the characteristics of tube amplifiers. The GP-100 uses Roland's new proprietary Composite Object Sound Modeling (COSM) technology to offer unprecedented versatility including amplifier modeling, speaker configuration, mic modeling and more. The computer modeling that COSM employs is far more effective than traditional tube emulation which uses transistors, and can truly sound like a variety of tube amps. The built-in multi-effects processor may be used to produce up to 16 effects simultaneously, including intelligent pitch shifting, flanger, phase shifter, reverb, etc. 
http://greenoak.com/gp100/gp100.html
jr15

Good condition..studio used only...copy of manual CD

still for sale....cash only...

e-mail   with any Q.



























",https://newyork.craigslist.org/que/msg/d/roland-gp-100-guitar-preamp/6504882362.html,207.0,ROLAND GP-100 Guitar preamp/processor
2018-02-28 07:47:00,,https://newyork.craigslist.org/mnh/bks/d/music-magazines-rolling-stone/6509439274.html,,"Music Magazines! Rolling Stone, Musician, Guitar Player, more!"
2018-02-28 07:34:00,"Up for sale is an ADA MP-1 Guitar Preamp. I have two of these and this one is my back up unit and has spent most of it's life in my studio rack. These are one of the most versatile preamps around and has a tube channel and a solid state channel which gives you the ultimate flexibility. There are also tons of fully editable presets where you can save your sounds to. 

These units are famous for being able to duplicate everything from Marshall, Fender, Jazz Chorus and other Blues, Rock and Metal amps and they can be seen in loads of guitar players racks around the world!!

Reach out if you're interested and please include a contact number in your email.


 ",https://newyork.craigslist.org/brk/msg/d/ada-mp-1-guitar-preamp/6479623981.html,300.0,ADA MP-1 Guitar Preamp! Excellent Condition!!
2018-02-28 07:33:00,"Up for sale are a pair of Hartke 4 X 12 Guitar Cabinets. These were Hartke's high end XL series. The cabinets are in excellent condition and each cabinet is capable of mono or stereo operation. These were mostly used in my recording studio but have been used live also. They are already set up on wheels for easy transportation. These cabs rock!!!

$300 each or $550 for both. ",https://newyork.craigslist.org/brk/msg/d/hartke-4-12-xl-lead-rythm/6479609501.html,300.0,Hartke 4 X 12 XL Lead/Rythm Guitar Cabinets
2018-02-28 07:31:00,Comes with it's Hard shell case. Reenforced Bridge and Saddle. STAYS in tune!!! Also has a solid block running through center. Check specs and the reviews..    ,https://newyork.craigslist.org/que/msg/d/ibanez-artcore-semi-hollow/6490607988.html,375.0,Ibanez Artcore Semi Hollow Guitar
2018-02-28 07:31:00,"VERY good condition..No fret wear..Seymour Duncan pups..Pearly Gates neck, Trembucker bridge..New upgraded electronics..Roadhouse $60.00 gig bag, strap included.    ",https://newyork.craigslist.org/que/msg/d/ibanez-solid-body-guitar/6505881090.html,325.0,Ibanez Solid body Guitar
2018-02-28 07:15:00,"A used Pro Audio G-210 guitar amp.  Needs to be rewired, original wiring taken out.
show contact info

Size.  Floor model, triangle shape, 25 w, 17 h,11 d    ",https://newyork.craigslist.org/fct/ele/d/podium-pro-audio-guitar-amp/6493489609.html,65.0,Podium Pro audio guitar amp
2018-02-28 07:10:00,"Vintage 1962 Harmony Patrician H-1407 Acoustic Archtop Guitar in so-so condition. 

It has been stripped of finish on body and has some repaired cracks. It's a wall hanger or a great slide guitar with a little repair and a new set of strings. 

The Patrician was a long standing series of Harmony Archtops. Of the Patrician line, the H1407 is the most common.
Years of Production: 1940 - 1971

Call or text Patrick at   show contact info
 )    ",https://newyork.craigslist.org/wch/msg/d/vintage-1962-harmony/6513058182.html,100.0,Vintage 1962 Harmony Patrician H-1407 Acoustic Arch-top Guitar
2018-02-28 07:06:00,,https://newyork.craigslist.org/brk/bks/d/2-dozen-guitar-world/6498303213.html,,2 Dozen Guitar World Magazines 50 cents each.
2018-02-28 07:07:00,"Mahogany body with Maple neck - the most desirable combination. All original. Fully functional with the original single coil switch. Neck is perfectly straight and has plenty of room left in the truss rod.
Black with many scratches and dings. - See pictures.
Original hard shell case included with functioning latches, but has some paint on it.
Sounds and plays fantastic.
",https://newyork.craigslist.org/brk/msg/d/1982-gl-2000-bass-guitar/6513056895.html,850.0,1982 G&L L-2000 E Bass Guitar
2018-02-28 06:53:00,Peavey adjustable/collapsable double guitar stand. One insert for the stand has the foam removed.    ,https://newyork.craigslist.org/brk/msg/d/adjustable-double-guitar-stand/6501935532.html,10.0,Adjustable Double Guitar Stand
2018-02-28 06:20:00,Fender brand and size guitar case. Hardly ever Used collecting dust. In great shape.    ,https://newyork.craigslist.org/wch/msg/d/fender-soft-guitar-case/6513039672.html,20.0,Fender Soft Guitar Case
2018-02-28 06:21:00,This is a used guitar case that functions perfectly. We also have a. Acoustic guitar with a small crack that we are throwing in.    ,https://newyork.craigslist.org/wch/msg/d/hard-guitar-case-and-free/6513039759.html,50.0,Hard guitar case and free guitar with small crack
2018-02-28 05:53:00,,https://newyork.craigslist.org/que/wan/d/looking-for-guitar/6476843026.html,,Looking for Guitar
2018-02-28 05:52:00,"I'm selling a Black Metal Guitar Stand.
It's relatively new, let me know if you're interested.
Text or call me at  show contact info
",https://newyork.craigslist.org/que/msg/d/guitar-stand/6498702417.html,6.0,Guitar Stand
2018-02-28 05:52:00,"I'm selling a Excel EXL10 10 Watt Amp Electric Guitar Amplifier. 
The amp is fully functional and ready for use. It's in great condition.
Let me know if you're interested.
Text or call me at  show contact info
",https://newyork.craigslist.org/que/for/d/10-watt-excel-exl10-guitar/6510453317.html,13.0,10 Watt Excel EXL10 Guitar Amplifier
2018-02-28 05:53:00,"I'm selling a Excel EXL10 10 Watt Amp Electric Guitar Amplifier. 
The amp is fully functional and ready for use. It's in great condition.
Let me know if you're interested.
Text or call me at  show contact info
",https://newyork.craigslist.org/que/msg/d/10-watt-excel-exl10-guitar/6510453400.html,13.0,10 Watt Excel EXL10 Guitar Amplifier
2018-02-28 05:53:00,"I'm selling a Excel EXL10 10 Watt Amp Electric Guitar Amplifier. 
The amp is fully functional and ready for use. It's in great condition.
Let me know if you're interested.
Text or call me at  show contact info
",https://newyork.craigslist.org/brk/msg/d/10-watt-excel-exl10-guitar/6510453507.html,13.0,10 Watt Excel EXL10 Guitar Amplifier
2018-02-28 04:28:00,"cd tower is 48""    ",https://newyork.craigslist.org/brk/hsh/d/guitar-folding-pine-wood/6479215905.html,15.0,Guitar Folding / Pine Wood Media Storage Cd Dvd Rack
2018-02-28 01:41:00,"~ 

We visit Manhattan, Upper East Side, every Monday evening for rehearsals if that helps

Can meet anywhere along Rte 84 from Danbury to Fishkill (Newburgh Beacon Bridge)
Occasionally near Kingston, Woodstock and New Paltz area for work, can meet nearby

If YOU are seeing this listing NOW, it IS ""still available"", so need need to ask (will remove ad when sold)



Feel free to come on over, plug in and play this 40 watt tube powered Line 6 Bogner amp any time

For anything from bedroom studio tone to crushing live venue stage volume, this amp is IT and more

All of the amp models from the famous POD plus, this MKII especially has some truly wonderful sounds

A true modelling amp classic mated with Reinhold Bogner's infamous tube amp designing capability

Many compare to the Bogner Alchemist, though this Line 6 Bogner Valve MKII really has more sounds

Excellent condition and a very, VERY loud 40 Watts, enough for any stage or to drive a 4 X 12 cabinet

Plenty of reviews on-line and many people just never let go of these amps, which are very dependable

Tubes (valves) are in excellent working condition, and so is the original Celestion Vintage 30 speaker

""Spider Valve MkII amplifiers are the result of a groundbreaking collaboration between Line 6 and Reinhold Bogner. Boutique-style amp designs combine with the most advanced Line 6 amp modeling to deliver muscular tube tone and unsurpassed sonic flexibility. The amp and effect modeling flows into the Bogner-designed 12AX7 preamp and 6L6 power amp, and the result is a guitar-playing experience unlike any other.""

Modeling upstarts meet the tube guru.

In 2007, Line 6 approached Reinhold Bogner with a radical idea. We wanted the tube-amp legend to lend his world-renowned expertise, experience and imagination on a revolutionary new series of guitar amplifiers. After careful consideration he remarked, ""This opens up a world of possibilities ... let's see what we can do with it!""

More info on just the basic amp models (can be tweaked and added to considerably);

AMP MODELS


Clean Amber	One of the best-feeling clean tones we've ever made, Clean Amber is highly responsive to the player's touch. Scooped and boasting a beautiful high-end shimmer, it's inspired by* the clean tones of a Marshall® JCM-900.	


Clean Blue	Inspired by* some aspects of a Hiwatt® Custom 100, Clean Blue emulates the classic clean tones of the late 60s/early 70s. This model is full-bodied with a creamy mid-range and a tight low-end.	


Twang Amber	Twang Amber is inspired by* the sound of a 60s Fender® Blackface Twin Reverb® to produce a classic Nashville spank. Crank the Drive knob for some extra grit and growl!	


Twang Blue	More aggressive than Twang Amber, Twang Blue has plenty of cut, punch and attitude inspired by* a 60s Fender® Blackface Deluxe Reverb®.	


NEW! Class A Amber	Brilliant, singing tones with an addictive chime made famous by generations of Brit-rockers, Class A Amber is inspired by* a Vox® AC30 Top Boost.	


NEW! Class A Blue	Terrifically dynamic, Class A Blue offers boutique-style feel inspired by* some of our favorite amps including the Divided by 13 9/15. Sweet tones on the edge of breaking up give way to seriously throaty Overdrive when the Drive knob is cranked.	


Blues Amber	The vintage charm of Blues Amber is inspired by* the classic tones of a '50s wide panel Fender® Deluxe Reverb®.	


NEW! Blues Blue	Voiced with more attitude than Blues Amber, Blues Blue delivers a more forward mid-range for a classic rockabilly sound inspired by* the bite of a pint-sized Gretsch® 6156.	


Crunch Amber	A celebration of the tone used by numerous early metal bands, Crunch Amber was inspired by* the signature crunch of a '68 Marshall® Plexi 50-Watt.	


NEW! Crunch Blue	Crunch Blue provides a rounded off British-style distortion with a cool mid-honk and great cut. Inspired by* the killer crunch of an Orange® AD30.	


Hi Gain Amber	Hi Gain Amber is inspired by* the infamous brown sound of a '68 Marshall® Plexi 100-Watt with a Variac and jumped input channels.	


NEW! Hi Gain Blue	A modern, scooped metal sound, Hi Gain Blue is a refined distortion inspired by* the high-gain mayhem of a Diezel® Herbert.	


Metal Amber	A one-way ticket to high-gain heaven, Metal Amber is tight, punchy and inspired by* the high-gain tone of a Mesa/Boogie® Dual Rectifier®.	


Metal Blue	Metal Blue delivers high-gain aggression with supreme versatility. Sweep the Mid knob to control the character of the distortion! (Set it to minimum for fuzz pedal characteristics; set it to noon for creamy, modern high-gain tones; set it to max to conjure Class A tones.)	


Insane Amber	Dialed in for shredding, Insane Amber combines the intensity and impact of Metal Blue but it delivers more mid-range teeth for that bone-crushing grind. Inspired by* the tone of a Mesa/Boogie® Dual Rectifier® (red channel).	


Insane Blue	Insane Blue delivers an obscene helping of distortion while still retaining tonal definition and character. As much input gain distortion as possible short of a complete meltdown!;


~ 

Bogner Amplification 

compare to ; Fender , Marshall , Bogner , Matchless , Kendrick , Mesa Boogie , Soldano , Diezel , Komet , Engl , Dumble , Trainwreck , Ceriatone , Two Rock , Carol Ann , Polytone , Traynor , Fargen , Suhr , VHT , Fryette , Rivera , Bad Cat , Black Cat , Hiwatt , Reeves , Orange , Fuchs , Peavey , Vox , Top Hat , Dr Z , Goodsell , Hiwatt , Ampeg , Naylor , Reverend , THD , Silvertone, Valco , Supro , Guytron , Soultone , Sommatone , Bruno , PRS , Carr , Germino , Swart , Metro , Redplate , Vintage Sound , Egnater , Voodoo , Mako , Reinhardt , Victoria , Red Plate , Line 6 , Yamaha , hand built , custom ,    ",https://newyork.craigslist.org/wch/msg/d/bogner-40w-tube-amp-line-6/6510340880.html,325.0,Bogner 40W Tube Amp Line 6 Valve MKII Celestion Combo Guitar Amplifier
2018-02-28 01:34:00,"Used Esteban ALC-200 in good condition. This guitar is perfect to start playing or refresh your skills. The markings are actually the signature! It's been worn out, but it's still nice to see.    ",https://newyork.craigslist.org/brk/msg/d/esteban-acoustic-guitar-alc/6512969473.html,130.0,Esteban Acoustic Guitar ALC-200
2018-02-28 01:17:00,"Boss BF-2 Made In Japan Flanger (vintage 1980s)- $100

Pigtronix Dual Expression Pedal- $75

Barn3 Ox9- $50
-made for the eventide H9. Make it so you can scroll through presets with your foot while still having access to an external tap switch and expression pedal.    ",https://newyork.craigslist.org/mnh/msg/d/guitar-pedals-for-sale/6512963097.html,50.0,GUITAR PEDALS for sale
2018-02-28 00:46:00,"WILCO guitar collection by Hal Leonard, like new condition, never used. with chord charts and TAB.

Song List:
Born Alone
Can't Stand It
Casino Queen
ELT
I Got You (At The End Of The Century)
I Might
I'm A Wheel
I'm The Man Who Loves You
Impossible Germany
Kamera
Kingpin
The Late Greats
Outtasite (Outta Mind)
Side With The Seeds
Theologians
You And I    ",https://newyork.craigslist.org/mnh/msg/d/wilco-song-book-for-guitar/6512950099.html,10.0,WILCO song book for guitar
2018-02-28 00:12:00,"Ibanez Talman ElectricTC530 ROB
$450
This is a great guitar for Rockabilly, Blues and Classic Rock.
Made in Japan 1994, with a rare color Popsicle Orange ""creamsicle"" (or commonly known as Royal Orange burst ROB) All Original, Good condition. Sounds and plays great.
Early version with the Resoncast Body. Comfortable Talman Shape maple neck wth nice looking wood grain, Rosewood fretboard. Semi flat finish on the back of the neck, No Heelcracks, small scratch on back of neck near headstock
No Tremolo Arm included. Minimal Fretware. Lots of life left in the frets. No major dents or dings anywhere on the guitar.
Hardware is Chrome with some minor dulling from age, it looks vintage on the 22 year old guitar.
Will deliver with new strings D'Addario
NO CASE and No Trem Arm included. 
Kept in climate controlled room/non smoking environment. 
will meet the buyer in midtown near Penn Station.
No lowballing! Reasonable offers and inquiries are permitted.
NO TRADES
Any question ask away!    ",https://newyork.craigslist.org/mnh/msg/d/ibanez-talman-electric-tc530/6496386323.html,450.0,Ibanez Talman Electric TC530 Orange Guitar
2018-02-28 00:09:00,"Bought a bass back in college to mess around with but I no longer have the time to play while in the military, message me if interested    ",https://newyork.craigslist.org/que/msg/d/ibanez-gio-bass-guitar-gig-bag/6512932570.html,150.0,Ibanez Gio Bass Guitar & Gig Bag
2018-02-27 23:38:00,,https://newyork.craigslist.org/brk/msg/d/guitar-pedals-boss-electro/6502413475.html,,"Guitar Pedals- Boss, Electro Harmonix, Fulltone"
2018-02-27 23:02:00,"Very unique instrument with great tone. It's a chop shop bass made with Warmoth wood parts. Beautiful maple neck with ebony fingerboard. Old school lipstick case pickups. Nice bridge and tuners. The finish on the body is ""worn in."" Haha. 

The stand in the pictures is included too. All offers considered.

Thanks!
-Alex    ",https://newyork.craigslist.org/que/msg/d/warmoth-5-string-fretless/6512893680.html,200.0,Warmoth 5 string fretless bass guitar
2018-02-27 22:46:00,,https://newyork.craigslist.org/jsy/msg/d/tom-petty-fender-kingman/6490875519.html,,Tom Petty Fender Kingman autographed guitar
2018-02-27 22:47:00,"Bogner Alchemist Head - Lots of options for everything from Fender-ish cleans to high gain chugs! Looking to unload the amps I no longer use from my collection.

Cash Only. No trades, please.
------
- 2 Channels w/ Boost + tone shaping options.
- Has 4 & 8 Ohm taps for speaker cabinets. (2x 4 Ohm cabs, 1x 4 ohm cab, or 1x 8 ohm cab)
- Switchable 40W/20W output power
- Working footswitch, but no cable. Takes any standard XLR cable.
- FX Loop
- Digital Delay + Reverb
- 6L6 output section (New tubes & Rebiased to roughly 34mA)
- Preamp & Phase Inverter tubes are all 12AX7
- Minor wear to tolex & handle    ",https://newyork.craigslist.org/lgi/msg/d/bogner-alchemist-guitar-amp/6512883326.html,380.0,Bogner Alchemist Guitar Amp w/ Footswitch
2018-02-27 22:35:00,"Marshall MG15CD 2-Channel 15-Watt Guitar Amp

*Our business days are Monday through Friday 9am to 5pm excluding Saturday, Sunday and holidays. 
Call David For pickup  show contact info

Please Note: If you are far from our location we offer you to pay through Paypal +$25 Shipping & the item it will shipped to your door . 

Retail Price: $359.99 
Asking Price:$100.00
Serious inquiries only
Condition:New

Output (RMS): 15 Watt
2 Channels. No Footswitchable Channels.
CD Input. Emulated Line Out. Headphone Jack. FDD.
Speaker: 1 x 8""
Dimensions (mm): 380 x 375 x 205   
16.5 x 15.1 x 9.9 inches
Product description
This little practice amp will blow you away. Legendary Marshall quality and sound, along with that classic Marshall look in a portable, sturdy design. The Marshall MG15CD Combo Amp provides 15W of power into a custom-voiced 8"" speaker, all you need to practice those riffs. And it has 2 channels - clean and overdrive, plus 3-band EQ (bass, contour, treble) and a CD input so you can jam along with your favorite tunes. Also features emulated line out for recording, emulated headphone jack for silent practice, and contour control which radically modifies the midrange from traditional to scooped modern.    ",https://newyork.craigslist.org/brk/msg/d/marshall-mg15cd-2-channel-15/6504369303.html,100.0,Marshall MG15CD 2-Channel 15-Watt Guitar Amp
2018-02-27 22:28:00,"Fender Acoustic Electric Bass Guitar w Taylor Gig Bag.

Plays nice and Electronics are working. There are pick scratches and a couple of small blemishes, but good shape overall.

$200 Cash and Carry. No Scammers Please.

Thank You    ",https://newyork.craigslist.org/lgi/msg/d/fender-acoustic-electric-bass/6506856165.html,200.0,Fender Acoustic  Electric Bass Guitar w Taylor Gig Bag
2018-02-27 22:12:00,"Hello,

Selling my electric dean guitar, amp, cable and gig bag as a set. You should restring the guitar afterwards. 

I'm avaliable to meet on evenings after 7 and weekends between 10am-1pm.

Thanks,
Jules    ",https://newyork.craigslist.org/brk/msg/d/electric-guitar-with-starter/6512858196.html,300.0,Electric Guitar with Starter Set
2018-02-27 21:58:00,"This amp has been in storage for a couple of years. It was working when last used. 

If interested in the amp, please bring an instrument to test it out so that there are no misunderstandings or issues.

If you see the add up, the amp is still available. NO need to confirm. Leave a number for quicker response.    ",https://newyork.craigslist.org/que/msg/d/peavey-bandit-112-sheffield/6484356166.html,250.0,Peavey Bandit 112 Sheffield Equipped guitar amp modle 1230
2018-02-27 21:41:00,"Selling LINE 6 Spider II 30 Watt Guitar Amp Combo 2 Channel Electric Guitar Amplifier with guitar jack for $170. It is used but great working condition.  

Product Identifiers:
Brand: LINE 6
Model: Spider II

Key Features:
Amplifier Type: Guitar Amp Combo
Power Output (Watt): 30 Watt

Technical Features:
Type: Electric Guitar Amplifier
Number of Channels: 2 Channel

See images above for further, it is the exact item. 

If you are interested please reply to this ad or call/text.
",https://newyork.craigslist.org/que/msg/d/line-6-spider-ii-30-watt/6478894383.html,170.0,LINE 6 Spider II 30 Watt Guitar Amp Combo 2 Channel Electric Guitar
2018-02-27 21:39:00,"Hello Everyone, 

I'm selling my Takamine Acoustic-Electric. It's a phenomenal guitar. The only reason I'm selling is because I sorely need the money, and I find that I mostly play my electric guitar these days.

The action is perfect, as is the sound. I believe it was built in 2008 in Japan (which is highly desirable). I can provide the serial number if you wish to do your own research. It includes the original hardshell case (with humidifier), which the guitar has been stored in since bought new. I just re-strung it last night with fancy Elixer strings and the thing sounds like a damn Martin D-28. The guitar is basically mint aside from a blemish on the soundhole. Purely cosmetic and doesn't affect the sound whatsoever. I'm a terrible photographer, but I did my best. It's best to see it in person. Online, you can find these used selling for over $1,000. Here's the same exact guitar on sale on Reverb: https://reverb.com/item/3398061-takamine-ef340sc-gn-mahogany

Come by and have a look! 

It's a great guitar, but I'm finding myself in some dire financial straits. 

Cheers,

- Peter

",https://newyork.craigslist.org/mnh/msg/d/takamine-ef340scgn-acoustic/6506798398.html,600.0,Takamine EF340SCGN Acoustic-Electric Guitar (MIJ)
